calendar_consistent,case_id,cleaned_output,delta_seconds,error,error_subtype,error_type,estimated_cost_usd,extraction_clean,format,format_compliance,gold_choice,gold_formatted,input_tokens,latency_ms,model,model_cell,options,output_tokens,parse_mode,provider_model,raw_output,reasoning_mode,reasoning_tokens,selected_choice,selected_option_content,semantic_correct,syntactic_valid,task_id,task_type,timestamp,warnings
,edge_013__iso_8601,2026-07-04T12:00:00+00:00,0.0,,,,0.00121,True,iso_8601,1.0,,2026-07-04T12:00:00+00:00,142,3932,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2026-07-04T12:00:00+00:00,non_reasoning,0,,,True,True,edge_013,edge_cases,2026-03-14T08:04:24.172077Z,
True,temporal_arith_007__rfc_2822,"Fri, 29 Mar 2030 19:30:00 +0530",0.0,,,,0.00141,True,rfc_2822,1.0,,"Fri, 29 Mar 2030 19:30:00 +0530",167,3997,anthropic/claude-opus-4.6,large_non_reasoning,{},23,strict,anthropic/claude-4.6-opus-20260205,"Fri, 29 Mar 2030 19:30:00 +0530",non_reasoning,0,,,True,True,temporal_arith_007,temporal_arithmetic,2026-03-14T08:04:25.100510Z,
,temporal_arith_009__iso_8601,2029-02-03T13:20:00+00:00,0.0,,,,0.0013,True,iso_8601,1.0,,2029-02-03T13:20:00+00:00,160,4346,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2029-02-03T13:20:00+00:00,non_reasoning,0,,,True,True,temporal_arith_009,temporal_arithmetic,2026-03-14T08:04:26.622403Z,
True,format_conv_015__rfc_2822,"Tue, 22 Oct 2024 09:45:00 +0100",0.0,,,,0.00136,True,rfc_2822,1.0,,"Tue, 22 Oct 2024 09:45:00 +0100",157,3771,anthropic/claude-opus-4.6,large_non_reasoning,{},23,strict,anthropic/claude-4.6-opus-20260205,"Tue, 22 Oct 2024 09:45:00 +0100",non_reasoning,0,,,True,True,format_conv_015,format_conversion,2026-03-14T08:04:26.972189Z,
,mc_011__iso_8601,B,,,,,0.001375,True,iso_8601,1.0,B,2029-07-18T20:10:00+01:00,255,3881,anthropic/claude-opus-4.6,large_non_reasoning,"{""A"": ""2029-07-18 20:10:00+01:00"", ""B"": ""2029-07-18T20:10:00+01:00"", ""C"": ""2029-07-18T20:10:00-01:00"", ""D"": ""2029-07-19T20:10:00+01:00""}",4,choice_letter,anthropic/claude-4.6-opus-20260205,B,non_reasoning,0,B,2029-07-18T20:10:00+01:00,True,True,mc_011,multiple_choice_validation,2026-03-14T08:04:28.054182Z,
,mc_002__natural_language,C,,,,,0.001395,True,natural_language,1.0,C,"Saturday, April 3, 2021 at 8:40 PM EDT",259,3867,anthropic/claude-opus-4.6,large_non_reasoning,"{""A"": ""Saturday, April 3, 2021 at 8:40 AM EDT"", ""B"": ""Sunday, April 3, 2021 at 8:40 PM EDT"", ""C"": ""Saturday, April 3, 2021 at 8:40 PM EDT"", ""D"": ""Sunday, April 4, 2021 at 8:40 PM EDT""}",4,choice_letter,anthropic/claude-4.6-opus-20260205,C,non_reasoning,0,C,"Saturday, April 3, 2021 at 8:40 PM EDT",True,True,mc_002,multiple_choice_validation,2026-03-14T08:04:28.971696Z,
,extract_007__iso_8601,2022-08-04T15:55:00+05:30,0.0,,,,0.00172,True,iso_8601,1.0,,2022-08-04T15:55:00+05:30,244,4421,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2022-08-04T15:55:00+05:30,non_reasoning,0,,,True,True,extract_007,extraction_from_passage,2026-03-14T08:04:31.394488Z,
,mc_016__rfc_2822,C,,,,,0.00145,True,rfc_2822,1.0,C,"Sat, 24 Jul 2021 16:15:00 +0530",270,4096,anthropic/claude-opus-4.6,large_non_reasoning,"{""A"": ""Sun, 24 Jul 2021 16:15:00 +0530"", ""B"": ""Sun, 25 Jul 2021 16:15:00 +0530"", ""C"": ""Sat, 24 Jul 2021 16:15:00 +0530"", ""D"": ""Sat, 24 07 2021 16:15:00 +0530""}",4,choice_letter,anthropic/claude-4.6-opus-20260205,C,non_reasoning,0,C,"Sat, 24 Jul 2021 16:15:00 +0530",True,True,mc_016,multiple_choice_validation,2026-03-14T08:04:32.151432Z,
True,temporal_arith_013__natural_language,"Thursday, April 06, 2023 at 7:20 AM EDT",0.0,,,,0.00634,False,natural_language,0.9736842105263158,,"Thursday, April 6, 2023 at 7:20 AM EDT",163,5827,anthropic/claude-opus-4.6,large_non_reasoning,{},221,strict,anthropic/claude-4.6-opus-20260205,"Starting from April 2, 2023 at 4:20 PM EDT, adding 87 hours:

87 hours = 3 days and 15 hours

April 2 + 3 days = April 5, 4:20 PM + 15 hours = April 6, 7:20 AM

Wednesday, April 05, 2023 at 7:20 AM EDT

Wait, let me recalculate.

April 2, 4:20 PM + 87 hours:
- +24h = April 3, 4:20 PM
- +24h = April 4, 4:20 PM
- +24h = April 5, 4:20 PM
- +15h = April 6, 7:20 AM

April 6, 2023 is a Thursday.

Thursday, April 06, 2023 at 7:20 AM EDT",non_reasoning,0,,,True,True,temporal_arith_013,temporal_arithmetic,2026-03-14T08:04:32.451173Z,
False,multi_hop_012__rfc_2822,"Sat, 07 Jun 2027 08:15:00 +0900",0.0,,,,0.003175,False,rfc_2822,0.9032258064516129,,"Mon, 07 Jun 2027 08:15:00 +0900",195,4709,anthropic/claude-opus-4.6,large_non_reasoning,{},88,strict,anthropic/claude-4.6-opus-20260205,"The demo is exactly 3 weeks after May 19, 2027, which is June 9, 2027. QA freeze begins 2 days before the demo, which is June 7, 2027 at 8:15 AM Asia/Tokyo (UTC+9).

Sat, 07 Jun 2027 08:15:00 +0900",non_reasoning,0,,,True,True,multi_hop_012,multi_hop_reasoning,2026-03-14T08:04:33.682369Z,
,extract_012__iso_8601,2024-10-03T18:45:00+11:00,3600.0,,,extraction_error,0.001695,True,iso_8601,0.96,,2024-10-03T18:45:00+10:00,239,2691,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2024-10-03T18:45:00+11:00,non_reasoning,0,,,False,True,extract_012,extraction_from_passage,2026-03-14T08:04:34.086279Z,
,mc_007__rfc_2822,D,,,,,0.00143,True,rfc_2822,1.0,D,"Sun, 06 Mar 2022 09:40:00 +0000",266,66199,anthropic/claude-opus-4.6,large_non_reasoning,"{""A"": ""Sun, 06 03 2022 09:40:00 +0000"", ""B"": ""Mon, 07 Mar 2022 09:40:00 +0000"", ""C"": ""Mon, 06 Mar 2022 09:40:00 +0000"", ""D"": ""Sun, 06 Mar 2022 09:40:00 +0000""}",4,choice_letter,anthropic/claude-4.6-opus-20260205,D,non_reasoning,0,D,"Sun, 06 Mar 2022 09:40:00 +0000",True,True,mc_007,multiple_choice_validation,2026-03-14T08:04:34.204540Z,
,mc_002__rfc_2822,C,,,,,0.00145,True,rfc_2822,1.0,C,"Sat, 03 Apr 2021 20:40:00 -0400",270,3407,anthropic/claude-opus-4.6,large_non_reasoning,"{""A"": ""Sun, 03 Apr 2021 20:40:00 -0400"", ""B"": ""Sat, 03 04 2021 20:40:00 -0400"", ""C"": ""Sat, 03 Apr 2021 20:40:00 -0400"", ""D"": ""Sun, 04 Apr 2021 20:40:00 -0400""}",4,choice_letter,anthropic/claude-4.6-opus-20260205,C,non_reasoning,0,C,"Sat, 03 Apr 2021 20:40:00 -0400",True,True,mc_002,multiple_choice_validation,2026-03-14T08:04:35.559090Z,
,extract_016__iso_8601,2023-08-08T13:15:00-04:00,0.0,,,,0.00172,True,iso_8601,1.0,,2023-08-08T13:15:00-04:00,244,4413,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2023-08-08T13:15:00-04:00,non_reasoning,0,,,True,True,extract_016,extraction_from_passage,2026-03-14T08:04:36.865057Z,
True,temporal_arith_003__rfc_2822,"Sun, 30 Mar 2025 04:30:00 +0100",3600.0,,,arithmetic_error,0.001375,True,rfc_2822,0.967741935483871,,"Sun, 30 Mar 2025 03:30:00 +0100",165,3400,anthropic/claude-opus-4.6,large_non_reasoning,{},22,strict,anthropic/claude-4.6-opus-20260205,"Sun, 30 Mar 2025 04:30:00 +0100",non_reasoning,0,,,False,True,temporal_arith_003,temporal_arithmetic,2026-03-14T08:04:37.083620Z,
True,multi_hop_014__natural_language,"Friday, June 16, 2028 at 9:00 AM UTC",0.0,,,,0.00146,True,natural_language,1.0,,"Friday, June 16, 2028 at 9:00 AM UTC",187,3969,anthropic/claude-opus-4.6,large_non_reasoning,{},21,strict,anthropic/claude-4.6-opus-20260205,"Friday, June 16, 2028 at 9:00 AM UTC",non_reasoning,0,,,True,True,multi_hop_014,multi_hop_reasoning,2026-03-14T08:04:38.056081Z,
True,extract_014__rfc_2822,"Fri, 16 Jan 2026 12:30:00 -0500",0.0,,,,0.00181,True,rfc_2822,1.0,,"Fri, 16 Jan 2026 12:30:00 -0500",247,4617,anthropic/claude-opus-4.6,large_non_reasoning,{},23,strict,anthropic/claude-4.6-opus-20260205,"Fri, 16 Jan 2026 12:30:00 -0500",non_reasoning,0,,,True,True,extract_014,extraction_from_passage,2026-03-14T08:04:38.822896Z,
True,edge_018__natural_language,"Saturday, March 14, 2026 at 12:00 PM UTC",0.0,,,,0.00765468,True,natural_language,1.0,,"Saturday, March 14, 2026 at 12:00 PM UTC",134,10374,google/gemini-3.1-pro-preview,large_reasoning,{},622,strict,google/gemini-3.1-pro-preview-20260219,"Saturday, March 14, 2026 at 12:00 PM UTC",reasoning,601,,,True,True,edge_018,edge_cases,2026-03-14T07:17:22.755829Z,
True,direct_gen_008__natural_language,"Wednesday, July 15, 2026 at 9:50 AM JST",0.0,,,,0.00971784,True,natural_language,1.0,,"Wednesday, July 15, 2026 at 9:50 AM JST",144,10883,google/gemini-3.1-pro-preview,large_reasoning,{},794,strict,google/gemini-3.1-pro-preview-20260219,"Wednesday, July 15, 2026 at 9:50 AM JST",reasoning,773,,,True,True,direct_gen_008,direct_generation,2026-03-14T07:17:23.264905Z,
,mc_008__iso_8601,D,,,,,0.00397584,True,iso_8601,1.0,D,2027-02-18T09:10:00+00:00,292,15681,google/gemini-3.1-pro-preview,large_reasoning,"{""A"": ""2027-02-18 09:10:00+00:00"", ""B"": ""2027-02-18T09:10:00-00:00"", ""C"": ""2027-02-19T09:10:00+00:00"", ""D"": ""2027-02-18T09:10:00+00:00""}",286,choice_letter,google/gemini-3.1-pro-preview-20260219,D,reasoning,285,D,2027-02-18T09:10:00+00:00,True,True,mc_008,multiple_choice_validation,2026-03-14T07:17:28.062733Z,
,mc_009__rfc_2822,D,,,,,0.0051678,True,rfc_2822,1.0,D,"Wed, 26 Feb 2025 15:55:00 +1100",288,5169,google/gemini-3.1-pro-preview,large_reasoning,"{""A"": ""Thu, 27 Feb 2025 15:55:00 +1100"", ""B"": ""Thu, 26 Feb 2025 15:55:00 +1100"", ""C"": ""Wed, 26 02 2025 15:55:00 +1100"", ""D"": ""Wed, 26 Feb 2025 15:55:00 +1100""}",387,choice_letter,google/gemini-3.1-pro-preview-20260219,D,reasoning,386,D,"Wed, 26 Feb 2025 15:55:00 +1100",True,True,mc_009,multiple_choice_validation,2026-03-14T07:17:28.435074Z,
,mc_012__natural_language,B,,,,,0.0046035,True,natural_language,1.0,B,"Monday, March 2, 2026 at 4:05 PM AEDT",255,5830,google/gemini-3.1-pro-preview,large_reasoning,"{""A"": ""Monday, March 2, 2026 at 4:05 AM AEDT"", ""B"": ""Monday, March 2, 2026 at 4:05 PM AEDT"", ""C"": ""Tuesday, March 3, 2026 at 4:05 PM AEDT"", ""D"": ""Tuesday, March 2, 2026 at 4:05 PM AEDT""}",345,choice_letter,google/gemini-3.1-pro-preview-20260219,B,reasoning,344,B,"Monday, March 2, 2026 at 4:05 PM AEDT",True,True,mc_012,multiple_choice_validation,2026-03-14T07:17:28.586237Z,
True,temporal_arith_007__natural_language,"Friday, March 29, 2030 at 7:30 PM IST",0.0,,,,0.01119294,True,natural_language,1.0,,"Friday, March 29, 2030 at 7:30 PM IST",157,19398,google/gemini-3.1-pro-preview,large_reasoning,{},916,strict,google/gemini-3.1-pro-preview-20260219,"Friday, March 29, 2030 at 7:30 PM IST",reasoning,896,,,True,True,temporal_arith_007,temporal_arithmetic,2026-03-14T07:17:34.506300Z,
True,multi_hop_019__natural_language,"Thursday, May 15, 2025 at 4:30 AM PDT",0.0,,,,0.01748538,True,natural_language,1.0,,"Thursday, May 15, 2025 at 4:30 AM PDT",191,22657,google/gemini-3.1-pro-preview,large_reasoning,{},1440,strict,google/gemini-3.1-pro-preview-20260219,"Thursday, May 15, 2025 at 4:30 AM PDT",reasoning,1420,,,True,True,multi_hop_019,multi_hop_reasoning,2026-03-14T07:17:37.765646Z,
True,direct_gen_003__rfc_2822,"Thu, 12 Mar 2020 17:10:00 +0000",0.0,,,,0.00611424,True,rfc_2822,1.0,,"Thu, 12 Mar 2020 17:10:00 +0000",154,14347,google/gemini-3.1-pro-preview,large_reasoning,{},489,strict,google/gemini-3.1-pro-preview-20260219,"Thu, 12 Mar 2020 17:10:00 +0000",reasoning,464,,,True,True,direct_gen_003,direct_generation,2026-03-14T07:17:45.139621Z,
,mc_003__natural_language,C,,,,,0.00621918,True,natural_language,1.0,C,"Saturday, November 8, 2025 at 9:40 AM IST",255,10850,google/gemini-3.1-pro-preview,large_reasoning,"{""A"": ""Saturday, November 8, 2025 at 9:40 PM IST"", ""B"": ""Sunday, November 8, 2025 at 9:40 AM IST"", ""C"": ""Saturday, November 8, 2025 at 9:40 AM IST"", ""D"": ""Sunday, November 9, 2025 at 9:40 AM IST""}",481,choice_letter,google/gemini-3.1-pro-preview-20260219,C,reasoning,480,C,"Saturday, November 8, 2025 at 9:40 AM IST",True,True,mc_003,multiple_choice_validation,2026-03-14T07:17:45.357576Z,
,multi_hop_005__iso_8601,2028-04-30T10:00:00+09:00,0.0,,,,0.02478168,True,iso_8601,1.0,,2028-04-30T10:00:00+09:00,186,17877,google/gemini-3.1-pro-preview,large_reasoning,{},2055,strict,google/gemini-3.1-pro-preview-20260219,2028-04-30T10:00:00+09:00,reasoning,2030,,,True,True,multi_hop_005,multi_hop_reasoning,2026-03-14T07:17:49.039096Z,
,edge_011__iso_8601,2026-03-13T12:00:00+05:30,0.0,,,,0.00300564,True,iso_8601,1.0,,2026-03-13T12:00:00+05:30,150,4592,google/gemini-3.1-pro-preview,large_reasoning,{},228,strict,google/gemini-3.1-pro-preview-20260219,2026-03-13T12:00:00+05:30,reasoning,203,,,True,True,edge_011,edge_cases,2026-03-14T07:17:49.732192Z,
True,format_conv_008__natural_language,"Wednesday, March 04, 2020 at 6:30 PM UTC",0.0,,,,0.01335312,True,natural_language,0.9743589743589743,,"Wednesday, March 4, 2020 at 6:30 PM UTC",156,21335,google/gemini-3.1-pro-preview,large_reasoning,{},1098,strict,google/gemini-3.1-pro-preview-20260219,"Wednesday, March 04, 2020 at 6:30 PM UTC",reasoning,1078,,,True,True,format_conv_008,format_conversion,2026-03-14T07:17:52.648502Z,
True,temporal_arith_001__rfc_2822,"Sun, 09 Mar 2025 05:00:00 -0400",3600.0,,,arithmetic_error,0.0096624,True,rfc_2822,0.967741935483871,,"Sun, 09 Mar 2025 04:00:00 -0400",164,8641,google/gemini-3.1-pro-preview,large_reasoning,{},786,strict,google/gemini-3.1-pro-preview-20260219,"Sun, 09 Mar 2025 05:00:00 -0400",reasoning,761,,,False,True,temporal_arith_001,temporal_arithmetic,2026-03-14T07:17:58.373870Z,
True,temporal_arith_011__rfc_2822,"Mon, 31 Oct 2022 12:40:00 +1100",3600.0,,,arithmetic_error,0.02909214,True,rfc_2822,0.967741935483871,,"Mon, 31 Oct 2022 11:40:00 +1100",167,30324,google/gemini-3.1-pro-preview,large_reasoning,{},2421,strict,google/gemini-3.1-pro-preview-20260219,"Mon, 31 Oct 2022 12:40:00 +1100",reasoning,2396,,,False,True,temporal_arith_011,temporal_arithmetic,2026-03-14T07:18:10.817881Z,
True,multi_hop_001__rfc_2822,"Sun, 08 Oct 2028 10:00:00 +0000",0.0,,,,0.01575684,True,rfc_2822,1.0,,"Sun, 08 Oct 2028 10:00:00 +0000",182,20815,google/gemini-3.1-pro-preview,large_reasoning,{},1296,strict,google/gemini-3.1-pro-preview-20260219,"Sun, 08 Oct 2028 10:00:00 +0000",reasoning,1271,,,True,True,multi_hop_001,multi_hop_reasoning,2026-03-14T07:18:12.581902Z,
,extract_015__iso_8601,2024-07-13T12:40:00+10:00,0.0,,,,0.0113355,True,iso_8601,1.0,,2024-07-13T12:40:00+10:00,247,17690,google/gemini-3.1-pro-preview,large_reasoning,{},913,strict,google/gemini-3.1-pro-preview-20260219,2024-07-13T12:40:00+10:00,reasoning,888,,,True,True,extract_015,extraction_from_passage,2026-03-14T07:18:13.066835Z,
,direct_gen_003__iso_8601,2020-03-12T17:10:00+00:00,0.0,,,,0.00464508,True,iso_8601,1.0,,2020-03-12T17:10:00+00:00,156,4250,google/gemini-3.1-pro-preview,large_reasoning,{},365,strict,google/gemini-3.1-pro-preview-20260219,2020-03-12T17:10:00+00:00,reasoning,340,,,True,True,direct_gen_003,direct_generation,2026-03-14T07:18:16.832414Z,
,extract_017__iso_8601,2029-03-28T12:05:00+11:00,0.0,,,,0.01090386,True,iso_8601,1.0,,2029-03-28T12:05:00+11:00,245,17451,google/gemini-3.1-pro-preview,large_reasoning,{},877,strict,google/gemini-3.1-pro-preview-20260219,2029-03-28T12:05:00+11:00,reasoning,852,,,True,True,extract_017,extraction_from_passage,2026-03-14T07:18:18.552573Z,
True,format_conv_008__rfc_2822,"Wed, 04 Mar 2020 18:30:00 +0000",0.0,,,,0.00719136,True,rfc_2822,1.0,,"Wed, 04 Mar 2020 18:30:00 +0000",164,8411,google/gemini-3.1-pro-preview,large_reasoning,{},578,strict,google/gemini-3.1-pro-preview-20260219,"Wed, 04 Mar 2020 18:30:00 +0000",reasoning,553,,,True,True,format_conv_008,format_conversion,2026-03-14T07:18:21.479059Z,
True,extract_017__natural_language,"Wednesday, March 28, 2029 at 12:05 PM AEDT",0.0,,,,0.01299474,True,natural_language,1.0,,"Wednesday, March 28, 2029 at 12:05 PM AEDT",233,9387,google/gemini-3.1-pro-preview,large_reasoning,{},1055,strict,google/gemini-3.1-pro-preview-20260219,"Wednesday, March 28, 2029 at 12:05 PM AEDT",reasoning,1033,,,True,True,extract_017,extraction_from_passage,2026-03-14T07:18:26.220034Z,
,mc_006__iso_8601,A,,,,,0.00398178,True,iso_8601,1.0,A,2026-12-02T13:55:00-05:00,295,9555,google/gemini-3.1-pro-preview,large_reasoning,"{""A"": ""2026-12-02T13:55:00-05:00"", ""B"": ""2026-12-02T13:55:00+05:00"", ""C"": ""2026-12-02 13:55:00-05:00"", ""D"": ""2026-12-03T13:55:00-05:00""}",286,choice_letter,google/gemini-3.1-pro-preview-20260219,A,reasoning,285,A,2026-12-02T13:55:00-05:00,True,True,mc_006,multiple_choice_validation,2026-03-14T07:18:28.108780Z,
,extract_012__iso_8601,2024-10-03T18:45:00+10:00,0.0,,,,0.01435698,True,iso_8601,1.0,,2024-10-03T18:45:00+10:00,243,19345,google/gemini-3.1-pro-preview,large_reasoning,{},1168,strict,google/gemini-3.1-pro-preview-20260219,2024-10-03T18:45:00+10:00,reasoning,1143,,,True,True,extract_012,extraction_from_passage,2026-03-14T07:18:30.163656Z,
,direct_gen_018__iso_8601,2026-02-10T08:50:00+00:00,0.0,,,,0.0055836,True,iso_8601,1.0,,2026-02-10T08:50:00+00:00,156,5537,google/gemini-3.1-pro-preview,large_reasoning,{},444,strict,google/gemini-3.1-pro-preview-20260219,2026-02-10T08:50:00+00:00,reasoning,419,,,True,True,direct_gen_018,direct_generation,2026-03-14T07:18:31.757970Z,
True,edge_002__rfc_2822,"Sat, 01 Mar 2025 12:00:00 +0000",0.0,,,,0.00808038,True,rfc_2822,1.0,,"Sat, 01 Mar 2025 12:00:00 +0000",157,15844,google/gemini-3.1-pro-preview,large_reasoning,{},654,strict,google/gemini-3.1-pro-preview-20260219,"Sat, 01 Mar 2025 12:00:00 +0000",reasoning,629,,,True,True,edge_002,edge_cases,2026-03-14T07:18:40.047670Z,
True,format_conv_002__rfc_2822,"Sat, 28 Feb 2026 14:05:00 +0530",0.0,,,,0.00640332,True,rfc_2822,1.0,,"Sat, 28 Feb 2026 14:05:00 +0530",156,11081,google/gemini-3.1-pro-preview,large_reasoning,{},513,strict,google/gemini-3.1-pro-preview-20260219,"Sat, 28 Feb 2026 14:05:00 +0530",reasoning,488,,,True,True,format_conv_002,format_conversion,2026-03-14T07:18:41.914545Z,
,mc_009__iso_8601,A,,,,,0.00465696,True,iso_8601,1.0,A,2025-02-26T15:55:00+11:00,294,13455,google/gemini-3.1-pro-preview,large_reasoning,"{""A"": ""2025-02-26T15:55:00+11:00"", ""B"": ""2025-02-27T15:55:00+11:00"", ""C"": ""2025-02-26T15:55:00-11:00"", ""D"": ""2025-02-26 15:55:00+11:00""}",343,choice_letter,google/gemini-3.1-pro-preview-20260219,A,reasoning,342,A,2025-02-26T15:55:00+11:00,True,True,mc_009,multiple_choice_validation,2026-03-14T07:18:46.343852Z,
,mc_017__iso_8601,B,,,,,0.00447876,True,iso_8601,1.0,B,2027-12-24T14:50:00+00:00,294,14012,google/gemini-3.1-pro-preview,large_reasoning,"{""A"": ""2027-12-24 14:50:00+00:00"", ""B"": ""2027-12-24T14:50:00+00:00"", ""C"": ""2027-12-24T14:50:00-00:00"", ""D"": ""2027-12-25T14:50:00+00:00""}",328,choice_letter,google/gemini-3.1-pro-preview-20260219,B,reasoning,327,B,2027-12-24T14:50:00+00:00,True,True,mc_017,multiple_choice_validation,2026-03-14T07:18:54.060306Z,
True,extract_007__rfc_2822,"Thu, 04 Aug 2022 15:55:00 +0530",0.0,,,,0.02370258,True,rfc_2822,1.0,,"Thu, 04 Aug 2022 15:55:00 +0530",247,16800,google/gemini-3.1-pro-preview,large_reasoning,{},1954,strict,google/gemini-3.1-pro-preview-20260219,"Thu, 04 Aug 2022 15:55:00 +0530",reasoning,1929,,,True,True,extract_007,extraction_from_passage,2026-03-14T07:19:03.144997Z,
,edge_010__iso_8601,2025-10-26T02:30:00+00:00,3600.0,,,arithmetic_error,0.02912184,True,iso_8601,0.96,,2025-10-26T03:30:00+00:00,164,30658,google/gemini-3.1-pro-preview,large_reasoning,{},2424,strict,google/gemini-3.1-pro-preview-20260219,2025-10-26T02:30:00+00:00,reasoning,2399,,,False,True,edge_010,edge_cases,2026-03-14T07:19:05.140731Z,
,mc_004__rfc_2822,C,,,,,0.00491436,True,rfc_2822,1.0,C,"Tue, 21 Dec 2027 06:25:00 -0500",292,13604,google/gemini-3.1-pro-preview,large_reasoning,"{""A"": ""Wed, 22 Dec 2027 06:25:00 -0500"", ""B"": ""Tue, 21 12 2027 06:25:00 -0500"", ""C"": ""Tue, 21 Dec 2027 06:25:00 -0500"", ""D"": ""Wed, 21 Dec 2027 06:25:00 -0500""}",365,choice_letter,google/gemini-3.1-pro-preview-20260219,C,reasoning,364,C,"Tue, 21 Dec 2027 06:25:00 -0500",True,True,mc_004,multiple_choice_validation,2026-03-14T07:19:07.664732Z,
True,extract_016__natural_language,"Tuesday, August 8, 2023 at 1:15 PM EDT",0.0,,,,0.02918322,True,natural_language,1.0,,"Tuesday, August 8, 2023 at 1:15 PM EDT",237,30892,google/gemini-3.1-pro-preview,large_reasoning,{},2417,strict,google/gemini-3.1-pro-preview-20260219,"Tuesday, August 8, 2023 at 1:15 PM EDT",reasoning,2398,,,True,True,extract_016,extraction_from_passage,2026-03-14T07:19:15.532064Z,
True,direct_gen_007__rfc_2822,"Mon, 05 May 2025 07:50:00 +0000",0.0,,,,0.00754578,True,rfc_2822,1.0,,"Mon, 05 May 2025 07:50:00 +0000",151,7973,google/gemini-3.1-pro-preview,large_reasoning,{},610,strict,google/gemini-3.1-pro-preview-20260219,"Mon, 05 May 2025 07:50:00 +0000",reasoning,585,,,True,True,direct_gen_007,direct_generation,2026-03-14T07:19:18.362922Z,
,mc_007__rfc_2822,D,,,,,0.00401742,True,rfc_2822,1.0,D,"Sun, 06 Mar 2022 09:40:00 +0000",289,4136,google/gemini-3.1-pro-preview,large_reasoning,"{""A"": ""Sun, 06 03 2022 09:40:00 +0000"", ""B"": ""Mon, 07 Mar 2022 09:40:00 +0000"", ""C"": ""Mon, 06 Mar 2022 09:40:00 +0000"", ""D"": ""Sun, 06 Mar 2022 09:40:00 +0000""}",290,choice_letter,google/gemini-3.1-pro-preview-20260219,D,reasoning,289,D,"Sun, 06 Mar 2022 09:40:00 +0000",True,True,mc_007,multiple_choice_validation,2026-03-14T07:19:19.668534Z,
,format_conv_001__iso_8601,2020-09-27T11:55:00+05:30,0.0,,,,0.00283536,True,iso_8601,1.0,,2020-09-27T11:55:00+05:30,166,4165,google/gemini-3.1-pro-preview,large_reasoning,{},211,strict,google/gemini-3.1-pro-preview-20260219,2020-09-27T11:55:00+05:30,reasoning,186,,,True,True,format_conv_001,format_conversion,2026-03-14T07:19:22.529261Z,
True,temporal_arith_004__rfc_2822,"Sun, 26 Oct 2025 02:30:00 +0000",3600.0,,,arithmetic_error,0.01705572,True,rfc_2822,0.967741935483871,,"Sun, 26 Oct 2025 03:30:00 +0000",166,21989,google/gemini-3.1-pro-preview,large_reasoning,{},1408,strict,google/gemini-3.1-pro-preview-20260219,"Sun, 26 Oct 2025 02:30:00 +0000",reasoning,1383,,,False,True,temporal_arith_004,temporal_arithmetic,2026-03-14T07:19:29.854755Z,
True,multi_hop_001__natural_language,"Sunday, October 8, 2028 at 10:00 AM UTC",0.0,,,,0.0151272,True,natural_language,1.0,,"Sunday, October 8, 2028 at 10:00 AM UTC",170,24083,google/gemini-3.1-pro-preview,large_reasoning,{},1245,strict,google/gemini-3.1-pro-preview-20260219,"Sunday, October 8, 2028 at 10:00 AM UTC",reasoning,1225,,,True,True,multi_hop_001,multi_hop_reasoning,2026-03-14T07:19:29.953787Z,
,format_conv_013__iso_8601,2026-08-11T20:30:00+09:00,0.0,,,,0.00284724,True,iso_8601,1.0,,2026-08-11T20:30:00+09:00,166,7808,google/gemini-3.1-pro-preview,large_reasoning,{},212,strict,google/gemini-3.1-pro-preview-20260219,2026-08-11T20:30:00+09:00,reasoning,187,,,True,True,format_conv_013,format_conversion,2026-03-14T07:19:30.338072Z,
True,temporal_arith_014__natural_language,"Monday, December 28, 2020 at 1:05 AM EST",0.0,,,,0.00990198,True,natural_language,1.0,,"Monday, December 28, 2020 at 1:05 AM EST",159,16923,google/gemini-3.1-pro-preview,large_reasoning,{},807,strict,google/gemini-3.1-pro-preview-20260219,"Monday, December 28, 2020 at 1:05 AM EST",reasoning,787,,,True,True,temporal_arith_014,temporal_arithmetic,2026-03-14T07:19:36.592037Z,
,mc_019__rfc_2822,D,,,,,0.00864468,True,rfc_2822,1.0,D,"Sat, 04 Apr 2026 08:55:00 -0700",292,7773,google/gemini-3.1-pro-preview,large_reasoning,"{""A"": ""Sat, 04 04 2026 08:55:00 -0700"", ""B"": ""Sun, 04 Apr 2026 08:55:00 -0700"", ""C"": ""Sun, 05 Apr 2026 08:55:00 -0700"", ""D"": ""Sat, 04 Apr 2026 08:55:00 -0700""}",679,choice_letter,google/gemini-3.1-pro-preview-20260219,D,reasoning,678,D,"Sat, 04 Apr 2026 08:55:00 -0700",True,True,mc_019,multiple_choice_validation,2026-03-14T07:19:37.727445Z,
